Time,X(CH1),
Second,Volt,
-1.6193954e-02,4.60000e-01,
-1.6191954e-02,4.60000e-01,
-1.6189953e-02,4.60000e-01,
-1.6187953e-02,4.60000e-01,
-1.6185952e-02,4.40000e-01,
-1.6183952e-02,4.40000e-01,
-1.6181951e-02,4.60000e-01,
-1.6179951e-02,4.40000e-01,
-1.6177950e-02,4.40000e-01,
-1.6175950e-02,4.60000e-01,
-1.6173949e-02,4.40000e-01,
-1.6171949e-02,4.40000e-01,
-1.6169949e-02,4.60000e-01,
-1.6167948e-02,4.20000e-01,
-1.6165948e-02,4.20000e-01,
-1.6163947e-02,4.40000e-01,
-1.6161947e-02,4.40000e-01,
-1.6159946e-02,4.40000e-01,
-1.6157946e-02,4.40000e-01,
-1.6155945e-02,4.60000e-01,
-1.6153945e-02,4.40000e-01,
-1.6151944e-02,4.60000e-01,
-1.6149944e-02,4.40000e-01,
-1.6147943e-02,4.40000e-01,
-1.6145943e-02,4.40000e-01,
-1.6143942e-02,4.40000e-01,
-1.6141942e-02,4.60000e-01,
-1.6139941e-02,4.40000e-01,
-1.6137941e-02,4.60000e-01,
-1.6135940e-02,4.60000e-01,
-1.6133940e-02,4.40000e-01,
-1.6131939e-02,4.40000e-01,
-1.6129939e-02,4.40000e-01,
-1.6127938e-02,4.40000e-01,
-1.6125938e-02,4.40000e-01,
-1.6123937e-02,4.40000e-01,
-1.6121937e-02,4.40000e-01,
-1.6119936e-02,4.60000e-01,
-1.6117936e-02,4.60000e-01,
-1.6115936e-02,4.60000e-01,
-1.6113935e-02,4.60000e-01,
-1.6111935e-02,4.60000e-01,
-1.6109934e-02,4.40000e-01,
-1.6107934e-02,4.40000e-01,
-1.6105933e-02,4.40000e-01,
-1.6103933e-02,4.60000e-01,
-1.6101932e-02,4.60000e-01,
-1.6099932e-02,4.40000e-01,
-1.6097931e-02,4.40000e-01,
-1.6095931e-02,4.40000e-01,
-1.6093930e-02,4.40000e-01,
-1.6091930e-02,4.40000e-01,
-1.6089929e-02,4.40000e-01,
-1.6087929e-02,4.80000e-01,
-1.6085928e-02,4.60000e-01,
-1.6083928e-02,4.60000e-01,
-1.6081927e-02,4.40000e-01,
-1.6079927e-02,4.40000e-01,
-1.6077926e-02,4.60000e-01,
-1.6075926e-02,4.20000e-01,
-1.6073925e-02,4.40000e-01,
-1.6071925e-02,4.40000e-01,
-1.6069924e-02,4.40000e-01,
-1.6067924e-02,4.40000e-01,
-1.6065923e-02,4.40000e-01,
-1.6063923e-02,4.40000e-01,
-1.6061923e-02,4.60000e-01,
-1.6059922e-02,4.40000e-01,
-1.6057922e-02,4.60000e-01,
-1.6055921e-02,4.60000e-01,
-1.6053921e-02,4.40000e-01,
-1.6051920e-02,4.40000e-01,
-1.6049920e-02,4.40000e-01,
-1.6047919e-02,4.40000e-01,
-1.6045919e-02,4.40000e-01,
-1.6043918e-02,4.40000e-01,
-1.6041918e-02,4.60000e-01,
-1.6039917e-02,4.40000e-01,
-1.6037917e-02,4.40000e-01,
-1.6035916e-02,4.60000e-01,
-1.6033916e-02,4.40000e-01,
-1.6031915e-02,4.40000e-01,
-1.6029915e-02,4.40000e-01,
-1.6027914e-02,4.60000e-01,
-1.6025914e-02,4.60000e-01,
-1.6023913e-02,4.40000e-01,
-1.6021913e-02,4.40000e-01,
-1.6019912e-02,4.40000e-01,
-1.6017912e-02,4.40000e-01,
-1.6015911e-02,4.60000e-01,
-1.6013911e-02,4.40000e-01,
-1.6011911e-02,4.40000e-01,
-1.6009910e-02,4.40000e-01,
-1.6007910e-02,4.40000e-01,
-1.6005909e-02,4.40000e-01,
-1.6003909e-02,4.40000e-01,
-1.6001908e-02,4.40000e-01,
-1.5999908e-02,4.60000e-01,
-1.5997907e-02,4.60000e-01,
-1.5995907e-02,4.40000e-01,
-1.5993906e-02,4.60000e-01,
-1.5991906e-02,4.40000e-01,
-1.5989905e-02,4.60000e-01,
-1.5987905e-02,4.40000e-01,
-1.5985904e-02,4.40000e-01,
-1.5983904e-02,4.40000e-01,
-1.5981903e-02,4.40000e-01,
-1.5979903e-02,4.40000e-01,
-1.5977902e-02,4.60000e-01,
-1.5975902e-02,4.60000e-01,
-1.5973901e-02,4.40000e-01,
-1.5971901e-02,4.60000e-01,
-1.5969900e-02,4.40000e-01,
-1.5967900e-02,4.40000e-01,
-1.5965899e-02,4.60000e-01,
-1.5963899e-02,4.40000e-01,
-1.5961898e-02,4.40000e-01,
-1.5959898e-02,4.60000e-01,
-1.5957898e-02,4.40000e-01,
-1.5955897e-02,4.40000e-01,
-1.5953897e-02,4.40000e-01,
-1.5951896e-02,4.40000e-01,
-1.5949896e-02,4.40000e-01,
-1.5947895e-02,4.60000e-01,
-1.5945895e-02,4.40000e-01,
-1.5943894e-02,4.60000e-01,
-1.5941894e-02,4.60000e-01,
-1.5939893e-02,4.40000e-01,
-1.5937893e-02,4.40000e-01,
-1.5935892e-02,4.60000e-01,
-1.5933892e-02,4.40000e-01,
-1.5931891e-02,4.40000e-01,
-1.5929891e-02,4.60000e-01,
-1.5927890e-02,4.60000e-01,
-1.5925890e-02,4.60000e-01,
-1.5923889e-02,4.60000e-01,
-1.5921889e-02,4.40000e-01,
-1.5919888e-02,4.40000e-01,
-1.5917888e-02,4.40000e-01,
-1.5915887e-02,4.40000e-01,
-1.5913887e-02,4.40000e-01,
-1.5911886e-02,4.20000e-01,
-1.5909886e-02,4.40000e-01,
-1.5907886e-02,4.40000e-01,
-1.5905885e-02,4.40000e-01,
-1.5903885e-02,4.60000e-01,
-1.5901884e-02,4.60000e-01,
-1.5899884e-02,4.60000e-01,
-1.5897883e-02,4.60000e-01,
-1.5895883e-02,4.40000e-01,
-1.5893882e-02,4.40000e-01,
-1.5891882e-02,4.40000e-01,
-1.5889881e-02,4.40000e-01,
-1.5887881e-02,4.60000e-01,
-1.5885880e-02,4.40000e-01,
-1.5883880e-02,4.40000e-01,
-1.5881879e-02,4.40000e-01,
-1.5879879e-02,4.40000e-01,
-1.5877878e-02,4.40000e-01,
-1.5875878e-02,4.60000e-01,
-1.5873877e-02,4.40000e-01,
-1.5871877e-02,4.60000e-01,
-1.5869876e-02,4.60000e-01,
-1.5867876e-02,4.40000e-01,
-1.5865875e-02,4.60000e-01,
-1.5863875e-02,4.60000e-01,
-1.5861874e-02,4.60000e-01,
-1.5859874e-02,4.40000e-01,
-1.5857873e-02,4.60000e-01,
-1.5855873e-02,4.40000e-01,
-1.5853873e-02,4.80000e-01,
-1.5851872e-02,4.60000e-01,
-1.5849872e-02,4.60000e-01,
-1.5847871e-02,4.40000e-01,
-1.5845871e-02,4.60000e-01,
-1.5843870e-02,4.60000e-01,
-1.5841870e-02,4.60000e-01,
-1.5839869e-02,4.40000e-01,
-1.5837869e-02,4.40000e-01,
-1.5835868e-02,4.40000e-01,
-1.5833868e-02,4.60000e-01,
-1.5831867e-02,4.40000e-01,
-1.5829867e-02,4.60000e-01,
-1.5827866e-02,4.40000e-01,
-1.5825866e-02,4.40000e-01,
-1.5823865e-02,4.60000e-01,
-1.5821865e-02,4.40000e-01,
-1.5819864e-02,4.60000e-01,
-1.5817864e-02,4.60000e-01,
-1.5815863e-02,4.40000e-01,
-1.5813863e-02,4.40000e-01,
-1.5811862e-02,4.40000e-01,
-1.5809862e-02,4.40000e-01,
-1.5807861e-02,4.60000e-01,
-1.5805861e-02,4.40000e-01,
-1.5803861e-02,4.40000e-01,
-1.5801860e-02,4.40000e-01,
-1.5799860e-02,4.60000e-01,
-1.5797859e-02,4.40000e-01,
-1.5795859e-02,4.40000e-01,
-1.5793858e-02,4.40000e-01,
-1.5791858e-02,4.40000e-01,
-1.5789857e-02,4.60000e-01,
-1.5787857e-02,4.60000e-01,
-1.5785856e-02,4.60000e-01,
-1.5783856e-02,4.40000e-01,
-1.5781855e-02,4.60000e-01,
-1.5779855e-02,4.60000e-01,
-1.5777854e-02,4.60000e-01,
-1.5775854e-02,4.40000e-01,
-1.5773853e-02,4.40000e-01,
-1.5771853e-02,4.60000e-01,
-1.5769852e-02,4.60000e-01,
-1.5767852e-02,4.40000e-01,
-1.5765851e-02,4.40000e-01,
-1.5763851e-02,4.40000e-01,
-1.5761850e-02,4.40000e-01,
-1.5759850e-02,4.60000e-01,
-1.5757849e-02,4.40000e-01,
-1.5755849e-02,4.40000e-01,
-1.5753848e-02,4.40000e-01,
-1.5751848e-02,4.40000e-01,
-1.5749848e-02,4.40000e-01,
-1.5747847e-02,4.40000e-01,
-1.5745847e-02,4.60000e-01,
-1.5743846e-02,4.40000e-01,
-1.5741846e-02,4.40000e-01,
-1.5739845e-02,4.60000e-01,
-1.5737845e-02,4.60000e-01,
-1.5735844e-02,4.40000e-01,
-1.5733844e-02,4.40000e-01,
-1.5731843e-02,4.40000e-01,
-1.5729843e-02,4.40000e-01,
-1.5727842e-02,4.40000e-01,
-1.5725842e-02,4.60000e-01,
-1.5723841e-02,4.40000e-01,
-1.5721841e-02,4.40000e-01,
-1.5719840e-02,4.40000e-01,
-1.5717840e-02,4.60000e-01,
-1.5715839e-02,4.40000e-01,
-1.5713839e-02,4.40000e-01,
-1.5711838e-02,4.60000e-01,
-1.5709838e-02,4.60000e-01,
-1.5707837e-02,4.40000e-01,
-1.5705837e-02,4.40000e-01,
-1.5703836e-02,4.40000e-01,
-1.5701836e-02,4.40000e-01,
-1.5699835e-02,4.40000e-01,
-1.5697835e-02,4.40000e-01,
-1.5695835e-02,4.40000e-01,
-1.5693834e-02,4.40000e-01,
-1.5691834e-02,4.40000e-01,
-1.5689833e-02,4.60000e-01,
-1.5687833e-02,4.60000e-01,
-1.5685832e-02,4.40000e-01,
-1.5683832e-02,4.60000e-01,
-1.5681831e-02,4.60000e-01,
-1.5679831e-02,4.60000e-01,
-1.5677830e-02,4.60000e-01,
-1.5675830e-02,4.40000e-01,
-1.5673829e-02,4.60000e-01,
-1.5671829e-02,4.60000e-01,
-1.5669828e-02,4.60000e-01,
-1.5667828e-02,4.40000e-01,
-1.5665827e-02,4.40000e-01,
-1.5663827e-02,4.40000e-01,
-1.5661826e-02,4.60000e-01,
-1.5659826e-02,4.40000e-01,
-1.5657825e-02,4.60000e-01,
-1.5655825e-02,4.40000e-01,
-1.5653824e-02,4.60000e-01,
-1.5651824e-02,4.60000e-01,
-1.5649823e-02,4.60000e-01,
-1.5647823e-02,4.40000e-01,
-1.5645823e-02,4.40000e-01,
-1.5643822e-02,4.40000e-01,
-1.5641822e-02,4.60000e-01,
-1.5639821e-02,4.40000e-01,
-1.5637821e-02,4.40000e-01,
-1.5635820e-02,4.40000e-01,
-1.5633820e-02,4.40000e-01,
-1.5631819e-02,4.60000e-01,
-1.5629819e-02,4.40000e-01,
-1.5627818e-02,4.40000e-01,
-1.5625818e-02,4.40000e-01,
-1.5623818e-02,4.60000e-01,
-1.5621819e-02,4.40000e-01,
-1.5619819e-02,4.40000e-01,
-1.5617820e-02,4.40000e-01,
-1.5615820e-02,4.60000e-01,
-1.5613820e-02,4.40000e-01,
-1.5611821e-02,4.40000e-01,
-1.5609821e-02,4.60000e-01,
-1.5607822e-02,4.60000e-01,
-1.5605822e-02,4.40000e-01,
-1.5603823e-02,4.40000e-01,
-1.5601823e-02,4.40000e-01,
-1.5599824e-02,4.40000e-01,
-1.5597824e-02,4.40000e-01,
-1.5595824e-02,4.40000e-01,
-1.5593825e-02,4.40000e-01,
-1.5591825e-02,4.40000e-01,
-1.5589826e-02,4.40000e-01,
-1.5587826e-02,4.40000e-01,
-1.5585827e-02,4.40000e-01,
-1.5583827e-02,4.40000e-01,
-1.5581828e-02,4.60000e-01,
-1.5579828e-02,4.60000e-01,
-1.5577829e-02,4.60000e-01,
-1.5575829e-02,4.40000e-01,
-1.5573829e-02,4.60000e-01,
-1.5571830e-02,4.40000e-01,
-1.5569830e-02,4.40000e-01,
-1.5567831e-02,4.40000e-01,
-1.5565831e-02,4.40000e-01,
-1.5563832e-02,4.40000e-01,
-1.5561832e-02,4.40000e-01,
-1.5559833e-02,4.40000e-01,
-1.5557833e-02,4.40000e-01,
-1.5555833e-02,4.40000e-01,
-1.5553834e-02,4.60000e-01,
-1.5551834e-02,4.40000e-01,
-1.5549835e-02,4.60000e-01,
-1.5547835e-02,4.40000e-01,
-1.5545836e-02,4.60000e-01,
-1.5543836e-02,4.40000e-01,
-1.5541837e-02,4.60000e-01,
-1.5539837e-02,4.40000e-01,
-1.5537838e-02,4.60000e-01,
-1.5535838e-02,4.40000e-01,
-1.5533838e-02,4.40000e-01,
-1.5531839e-02,4.40000e-01,
-1.5529839e-02,4.20000e-01,
-1.5527840e-02,4.40000e-01,
-1.5525840e-02,4.40000e-01,
-1.5523841e-02,4.60000e-01,
-1.5521841e-02,4.40000e-01,
-1.5519842e-02,4.60000e-01,
-1.5517842e-02,4.40000e-01,
-1.5515842e-02,4.60000e-01,
-1.5513843e-02,4.40000e-01,
-1.5511843e-02,4.40000e-01,
-1.5509844e-02,4.40000e-01,
-1.5507844e-02,4.40000e-01,
-1.5505845e-02,4.60000e-01,
-1.5503845e-02,4.60000e-01,
-1.5501846e-02,4.60000e-01,
-1.5499846e-02,4.40000e-01,
-1.5497847e-02,4.40000e-01,
-1.5495847e-02,4.40000e-01,
-1.5493847e-02,4.40000e-01,
-1.5491848e-02,4.60000e-01,
-1.5489848e-02,4.40000e-01,
-1.5487849e-02,4.40000e-01,
-1.5485849e-02,4.40000e-01,
-1.5483850e-02,4.40000e-01,
-1.5481850e-02,4.40000e-01,
-1.5479851e-02,4.60000e-01,
-1.5477851e-02,4.40000e-01,
-1.5475851e-02,4.60000e-01,
-1.5473852e-02,4.40000e-01,
-1.5471852e-02,4.20000e-01,
-1.5469853e-02,4.60000e-01,
-1.5467853e-02,4.40000e-01,
-1.5465854e-02,4.40000e-01,
-1.5463854e-02,4.40000e-01,
-1.5461855e-02,4.60000e-01,
-1.5459855e-02,4.40000e-01,
-1.5457856e-02,4.20000e-01,
-1.5455856e-02,4.60000e-01,
-1.5453856e-02,4.40000e-01,
-1.5451857e-02,4.40000e-01,
-1.5449857e-02,4.40000e-01,
-1.5447858e-02,4.40000e-01,
-1.5445858e-02,4.40000e-01,
-1.5443859e-02,4.60000e-01,
-1.5441859e-02,4.60000e-01,
-1.5439860e-02,4.40000e-01,
-1.5437860e-02,4.40000e-01,
-1.5435860e-02,4.40000e-01,
-1.5433861e-02,4.40000e-01,
-1.5431861e-02,4.40000e-01,
-1.5429862e-02,4.40000e-01,
-1.5427862e-02,4.40000e-01,
-1.5425863e-02,4.40000e-01,
-1.5423863e-02,4.60000e-01,
-1.5421864e-02,4.60000e-01,
-1.5419864e-02,4.40000e-01,
-1.5417865e-02,4.60000e-01,
-1.5415865e-02,4.40000e-01,
-1.5413865e-02,4.60000e-01,
-1.5411866e-02,4.40000e-01,
-1.5409866e-02,4.40000e-01,
-1.5407867e-02,4.40000e-01,
-1.5405867e-02,4.40000e-01,
-1.5403868e-02,4.40000e-01,
-1.5401868e-02,4.40000e-01,
-1.5399869e-02,4.40000e-01,
-1.5397869e-02,4.40000e-01,
-1.5395870e-02,4.40000e-01,
-1.5393870e-02,4.40000e-01,
-1.5391870e-02,4.40000e-01,
-1.5389871e-02,4.60000e-01,
-1.5387871e-02,4.40000e-01,
-1.5385872e-02,4.40000e-01,
-1.5383872e-02,4.60000e-01,
-1.5381873e-02,4.60000e-01,
-1.5379873e-02,4.40000e-01,
-1.5377874e-02,4.40000e-01,
-1.5375874e-02,4.40000e-01,
-1.5373874e-02,4.40000e-01,
-1.5371875e-02,4.40000e-01,
-1.5369875e-02,4.40000e-01,
-1.5367876e-02,4.40000e-01,
-1.5365876e-02,4.40000e-01,
-1.5363877e-02,4.40000e-01,
-1.5361877e-02,4.60000e-01,
-1.5359878e-02,4.40000e-01,
-1.5357878e-02,4.40000e-01,
-1.5355879e-02,4.40000e-01,
-1.5353879e-02,4.40000e-01,
-1.5351879e-02,4.40000e-01,
-1.5349880e-02,4.20000e-01,
-1.5347880e-02,4.60000e-01,
-1.5345881e-02,4.40000e-01,
-1.5343881e-02,4.60000e-01,
-1.5341882e-02,4.60000e-01,
-1.5339882e-02,4.60000e-01,
-1.5337883e-02,4.40000e-01,
-1.5335883e-02,4.40000e-01,
-1.5333883e-02,4.40000e-01,
-1.5331884e-02,4.40000e-01,
-1.5329884e-02,4.40000e-01,
-1.5327885e-02,4.60000e-01,
-1.5325885e-02,4.40000e-01,
-1.5323886e-02,4.40000e-01,
-1.5321886e-02,4.60000e-01,
-1.5319887e-02,4.40000e-01,
-1.5317887e-02,4.40000e-01,
-1.5315888e-02,4.40000e-01,
-1.5313888e-02,4.60000e-01,
-1.5311888e-02,4.40000e-01,
-1.5309889e-02,4.60000e-01,
-1.5307889e-02,4.60000e-01,
-1.5305890e-02,4.40000e-01,
-1.5303890e-02,4.40000e-01,
-1.5301891e-02,4.60000e-01,
-1.5299891e-02,4.40000e-01,
-1.5297892e-02,4.40000e-01,
-1.5295892e-02,4.60000e-01,
-1.5293892e-02,4.60000e-01,
-1.5291893e-02,4.40000e-01,
-1.5289893e-02,4.40000e-01,
-1.5287894e-02,4.40000e-01,
-1.5285894e-02,4.40000e-01,
-1.5283895e-02,4.40000e-01,
-1.5281895e-02,4.40000e-01,
-1.5279896e-02,4.40000e-01,
-1.5277896e-02,4.60000e-01,
-1.5275897e-02,4.40000e-01,
-1.5273897e-02,4.60000e-01,
-1.5271897e-02,4.60000e-01,
-1.5269898e-02,4.40000e-01,
-1.5267898e-02,4.60000e-01,
-1.5265899e-02,4.40000e-01,
-1.5263899e-02,4.40000e-01,
-1.5261900e-02,4.40000e-01,
-1.5259900e-02,4.60000e-01,
-1.5257901e-02,4.40000e-01,
-1.5255901e-02,4.40000e-01,
-1.5253901e-02,4.40000e-01,
-1.5251902e-02,4.60000e-01,
-1.5249902e-02,4.60000e-01,
-1.5247903e-02,4.40000e-01,
-1.5245903e-02,4.40000e-01,
-1.5243904e-02,4.40000e-01,
-1.5241904e-02,4.40000e-01,
-1.5239905e-02,4.40000e-01,
-1.5237905e-02,4.40000e-01,
-1.5235906e-02,4.60000e-01,
-1.5233906e-02,4.40000e-01,
-1.5231906e-02,4.40000e-01,
-1.5229907e-02,4.40000e-01,
-1.5227907e-02,4.40000e-01,
-1.5225908e-02,4.40000e-01,
-1.5223908e-02,4.60000e-01,
-1.5221909e-02,4.60000e-01,
-1.5219909e-02,4.40000e-01,
-1.5217910e-02,4.40000e-01,
-1.5215910e-02,4.60000e-01,
-1.5213910e-02,4.40000e-01,
-1.5211911e-02,4.40000e-01,
-1.5209911e-02,4.40000e-01,
-1.5207912e-02,4.60000e-01,
-1.5205912e-02,4.60000e-01,
-1.5203913e-02,4.60000e-01,
-1.5201913e-02,4.60000e-01,
-1.5199914e-02,4.40000e-01,
-1.5197914e-02,4.60000e-01,
-1.5195915e-02,4.60000e-01,
-1.5193915e-02,4.40000e-01,
-1.5191915e-02,4.60000e-01,
-1.5189916e-02,4.60000e-01,
-1.5187916e-02,4.60000e-01,
-1.5185917e-02,4.40000e-01,
-1.5183917e-02,4.40000e-01,
-1.5181918e-02,4.40000e-01,
-1.5179918e-02,4.40000e-01,
-1.5177919e-02,4.60000e-01,
-1.5175919e-02,4.40000e-01,
-1.5173919e-02,4.40000e-01,
-1.5171920e-02,4.40000e-01,
-1.5169920e-02,4.40000e-01,
-1.5167921e-02,4.40000e-01,
-1.5165921e-02,4.40000e-01,
-1.5163922e-02,4.60000e-01,
-1.5161922e-02,4.60000e-01,
-1.5159923e-02,4.60000e-01,
-1.5157923e-02,4.60000e-01,
-1.5155924e-02,4.20000e-01,
-1.5153924e-02,4.60000e-01,
-1.5151924e-02,4.40000e-01,
-1.5149925e-02,4.60000e-01,
-1.5147925e-02,4.40000e-01,
-1.5145926e-02,4.40000e-01,
-1.5143926e-02,4.40000e-01,
-1.5141927e-02,4.40000e-01,
-1.5139927e-02,4.40000e-01,
-1.5137928e-02,4.60000e-01,
-1.5135928e-02,4.60000e-01,
-1.5133929e-02,4.40000e-01,
-1.5131929e-02,4.40000e-01,
-1.5129929e-02,4.40000e-01,
-1.5127930e-02,4.40000e-01,
-1.5125930e-02,4.60000e-01,
-1.5123931e-02,4.60000e-01,
-1.5121931e-02,4.40000e-01,
-1.5119932e-02,4.60000e-01,
-1.5117932e-02,4.60000e-01,
-1.5115933e-02,4.40000e-01,
-1.5113933e-02,4.40000e-01,
-1.5111933e-02,4.20000e-01,
-1.5109934e-02,4.40000e-01,
-1.5107934e-02,4.60000e-01,
-1.5105935e-02,4.40000e-01,
-1.5103935e-02,4.40000e-01,
-1.5101936e-02,4.40000e-01,
-1.5099936e-02,4.40000e-01,
-1.5097937e-02,4.40000e-01,
-1.5095937e-02,4.60000e-01,
-1.5093938e-02,4.60000e-01,
-1.5091938e-02,4.60000e-01,
-1.5089938e-02,4.60000e-01,
-1.5087939e-02,4.40000e-01,
-1.5085939e-02,4.40000e-01,
-1.5083940e-02,4.40000e-01,
-1.5081940e-02,4.60000e-01,
-1.5079941e-02,4.40000e-01,
-1.5077941e-02,4.60000e-01,
-1.5075942e-02,4.40000e-01,
-1.5073942e-02,4.40000e-01,
-1.5071942e-02,4.40000e-01,
-1.5069943e-02,4.40000e-01,
-1.5067943e-02,4.60000e-01,
-1.5065944e-02,4.40000e-01,
-1.5063944e-02,4.60000e-01,
-1.5061945e-02,4.40000e-01,
-1.5059945e-02,4.40000e-01,
-1.5057946e-02,4.40000e-01,
-1.5055946e-02,4.40000e-01,
-1.5053947e-02,4.60000e-01,
-1.5051947e-02,4.40000e-01,
-1.5049947e-02,4.60000e-01,
-1.5047948e-02,4.40000e-01,
-1.5045948e-02,4.40000e-01,
-1.5043949e-02,4.60000e-01,
-1.5041949e-02,4.60000e-01,
-1.5039950e-02,4.40000e-01,
-1.5037950e-02,4.40000e-01,
-1.5035951e-02,4.60000e-01,
-1.5033951e-02,4.60000e-01,
-1.5031951e-02,4.60000e-01,
-1.5029952e-02,4.40000e-01,
-1.5027952e-02,4.40000e-01,
-1.5025953e-02,4.40000e-01,
-1.5023953e-02,4.60000e-01,
-1.5021954e-02,4.40000e-01,
-1.5019954e-02,4.40000e-01,
-1.5017955e-02,4.40000e-01,
-1.5015955e-02,4.60000e-01,
-1.5013956e-02,4.40000e-01,
-1.5011956e-02,4.40000e-01,
-1.5009956e-02,4.40000e-01,
-1.5007957e-02,4.40000e-01,
-1.5005957e-02,4.60000e-01,
-1.5003958e-02,4.60000e-01,
-1.5001958e-02,4.60000e-01,
-1.4999959e-02,4.60000e-01,
-1.4997959e-02,4.60000e-01,
-1.4995960e-02,4.40000e-01,
-1.4993960e-02,4.60000e-01,
-1.4991960e-02,4.40000e-01,
-1.4989961e-02,4.40000e-01,
-1.4987961e-02,4.40000e-01,
-1.4985962e-02,4.60000e-01,
-1.4983962e-02,4.60000e-01,
-1.4981963e-02,4.60000e-01,
-1.4979963e-02,4.60000e-01,
-1.4977964e-02,4.40000e-01,
-1.4975964e-02,4.60000e-01,
-1.4973965e-02,4.60000e-01,
-1.4971965e-02,4.60000e-01,
-1.4969965e-02,4.60000e-01,
-1.4967966e-02,4.40000e-01,
-1.4965966e-02,4.40000e-01,
-1.4963967e-02,4.40000e-01,
-1.4961967e-02,4.40000e-01,
-1.4959968e-02,4.40000e-01,
-1.4957968e-02,4.40000e-01,
-1.4955969e-02,4.60000e-01,
-1.4953969e-02,4.40000e-01,
-1.4951969e-02,4.60000e-01,
-1.4949970e-02,4.40000e-01,
-1.4947970e-02,4.40000e-01,
-1.4945971e-02,4.40000e-01,
-1.4943971e-02,4.60000e-01,
-1.4941972e-02,4.60000e-01,
-1.4939972e-02,4.60000e-01,
-1.4937973e-02,4.60000e-01,
-1.4935973e-02,4.40000e-01,
-1.4933974e-02,4.40000e-01,
-1.4931974e-02,4.40000e-01,
-1.4929974e-02,4.40000e-01,
-1.4927975e-02,4.40000e-01,
-1.4925975e-02,4.40000e-01,
-1.4923976e-02,4.40000e-01,
-1.4921976e-02,4.40000e-01,
-1.4919977e-02,4.40000e-01,
-1.4917977e-02,4.60000e-01,
